"City";"IRIS";"Cluster_H";"Cluster_LU"
"Lille";593500704;3;2
"Lille";593500705;3;2
"Lille";593500706;3;2
"Lille";593500707;3;3
"Lille";593500709;3;3
"Lille";593500710;4;3
"Lille";593500711;2;3
"Lille";593500801;3;3
"Lille";593500802;3;3
"Lille";593500803;3;1
"Lille";593500804;3;3
"Lille";593500901;4;2
"Lille";593500902;4;2
"Lille";593500903;4;2
"Lille";593500904;3;3
"Lille";593500905;3;3
"Lille";593500906;2;2
"Lille";593500907;4;2
"Lille";593500908;2;3
"Lille";593501001;2;1
"Lille";593501002;3;1
"Lille";593501003;2;3
"Lille";593501004;2;1
"Lille";593501005;2;1
"Lille";593501006;2;3
"Lille";593501007;2;3
"Lille";593501008;3;2
"Lille";593502401;3;3
"Lille";593502402;3;4
"Lille";593502403;3;1
"Lille";593502404;3;3
"Lille";593502405;2;3
"Lille";593502501;2;4
"Lille";593502502;2;2
"Lille";593502503;2;2
"Lille";593502601;3;2
"Lille";593502602;3;2
"Lille";593502603;3;2
"Lille";593502701;3;3
"Lille";593502702;4;2
"Lille";593502703;4;2
"Lille";593502704;4;2
"Lille";593502705;4;2
"Lille";593502706;3;3
"Lille";593502801;4;3
"Lille";593502802;4;4
"Lille";593502901;3;3
"Lille";593502902;3;2
"Lille";593502903;3;1
"Lille";593502904;3;2
"Lille";593503001;3;2
"Lille";593503002;3;3
"Lille";593503003;1;3
"Lille";593520101;1;2
"Lille";593520102;3;4
"Lille";593520103;3;4
"Lille";593560000;4;4
"Lille";593600101;4;3
"Lille";593600102;3;2
"Lille";593600103;4;2
"Lille";593600104;4;2
"Lille";593600105;4;4
"Lille";593600201;3;2
"Lille";593600202;3;2
"Lille";593600203;3;2
"Lille";593600301;3;2
"Lille";593600302;4;4
"Lille";593600303;3;2
"Lille";593670101;3;3
"Lille";593670102;3;2
"Lille";593670103;3;2
"Lille";593670104;3;2
"Lille";593670105;3;2
"Lille";593680101;1;3
"Lille";593680102;2;3
"Lille";593680103;2;3
"Lille";593680201;3;2
"Lille";593680202;3;2
"Lille";593680301;2;3
"Lille";593680302;2;1
"Lille";593680401;3;2
"Lille";593680402;3;2
"Lille";593710000;4;4
"Lille";593780101;4;4
"Lille";593780102;4;2
"Lille";593780201;3;2
"Lille";593780202;1;1
"Lille";593780301;4;2
"Lille";593780302;4;2
"Lille";593780303;4;3
"Lille";593780304;4;3
"Lille";593780401;3;2
"Lille";593780402;4;2
"Lille";593780403;1;1
"Lille";593780404;1;2
"Lille";593780501;4;2
"Lille";593780502;4;3
"Lille";593780601;3;2
"Lille";593780602;4;2
"Lille";593780701;4;2
"Lille";593780702;3;2
"Lille";593860101;3;4
"Lille";593860102;2;3
"Lille";593860103;3;2
"Lille";593860104;4;4
"Lille";593860105;3;3
"Lille";593880000;4;4
"Lille";594100101;4;2
"Lille";594100102;4;2
"Lille";594100201;3;2
"Lille";594100202;3;3
"Lille";594100203;3;2
"Lille";594100302;3;3
"Lille";594100303;3;2
"Lille";594100304;3;2
"Lille";594100401;3;2
"Lille";594100402;3;2
"Lille";594100403;3;2
"Lille";594210101;4;2
"Lille";594210102;4;2
"Lille";594210103;4;2
"Lille";594210104;4;2
"Lille";594210105;3;2
"Lille";594260101;3;2
"Lille";594260102;3;4
"Lille";594260103;3;2
"Lille";594260104;3;3
"Lille";594260105;3;2
"Lille";594370000;4;4
"Lille";594570101;4;2
"Lille";594570102;4;4
"Lille";594570103;4;2
"Lille";594580000;4;2
"Lille";594700000;4;4
"Lille";594770000;4;4
"Lille";594820101;4;4
"Lille";594820102;4;4
"Lille";594870000;4;4
"Lille";595070101;4;2
"Lille";595070102;4;2
"Lille";595070103;4;2
"Lille";595070104;4;4
"Lille";595070201;3;2
"Lille";595070202;2;2
"Lille";595070203;4;2
"Lille";595070301;3;2
"Lille";595070303;2;2
"Lille";595070306;2;2
"Lille";595080101;3;4
"Lille";595080102;3;2
"Lille";595080103;3;4
"Lille";595080104;3;3
"Lille";595080201;3;4
"Lille";595080202;3;4
"Lille";595080203;3;3
"Lille";595120101;3;1
"Lille";595120102;3;3
"Lille";595120201;3;3
"Lille";595120202;3;2
"Lille";595120203;3;3
"Lille";595120301;3;3
"Lille";595120302;3;2
"Lille";595120303;3;3
"Lille";595120401;3;1
"Lille";595120402;2;2
"Lille";595120403;2;1
"Lille";595120501;3;3
"Lille";595120502;3;1
"Lille";595120503;3;1
"Lille";595120504;3;3
"Lille";595120601;3;1
"Lille";595120602;3;3
"Lille";595120603;2;1
"Lille";595120701;3;2
"Lille";595120702;3;2
"Lille";595120703;3;2
"Lille";595120801;2;3
"Lille";595120802;2;1
"Lille";595120803;3;2
"Lille";595120901;2;1
"Lille";595120902;3;3
"Lille";595120903;2;1
"Lille";595121001;3;1
"Lille";595121002;3;1
"Lille";595121003;3;3
"Lille";595121101;3;2
"Lille";595121102;3;2
"Lille";595121103;3;3
"Lille";595121201;3;2
"Lille";595121202;3;2
"Lille";595121203;3;3
"Lille";595121301;3;2
"Lille";595121302;3;2
"Lille";595220000;4;4
"Lille";595230000;4;4
"Lille";595240101;3;4
"Lille";595240102;3;4
"Lille";595270101;3;2
"Lille";595270102;2;3
"Lille";595270103;3;2
"Lille";595270104;3;2
"Lille";595270105;3;3
"Lille";595270106;1;3
"Lille";595500000;4;4
"Lille";595530101;4;4
"Lille";595530102;3;4
"Lille";595600101;4;4
"Lille";595600102;4;4
"Lille";595600201;4;4
"Lille";595600202;4;4
"Lille";595600203;4;4
"Lille";595660000;3;4
"Lille";595850000;4;4
"Lille";595980000;3;4
"Lille";595990101;3;2
"Lille";595990102;3;2
"Lille";595990103;3;3
"Lille";595990201;3;2
"Lille";595990202;3;2
"Lille";595990301;3;3
"Lille";595990302;3;2
"Lille";595990303;3;2
"Lille";595990401;3;1
"Lille";595990402;3;3
"Lille";595990403;3;2
"Lille";595990501;4;2
"Lille";595990502;3;2
"Lille";595990503;3;1
"Lille";595990601;3;2
"Lille";595990602;4;2
"Lille";595990603;4;3
"Lille";595990701;3;3
"Lille";595990801;3;3
"Lille";595990802;3;3
"Lille";595990901;3;3
"Lille";595990902;3;1
"Lille";595991001;2;3
"Lille";595991002;3;3
"Lille";595991003;2;1
"Lille";595991004;2;2
"Lille";595991005;3;3
"Lille";595991101;3;2
"Lille";595991102;3;1
"Lille";595991103;3;3
"Lille";595991201;3;2
"Lille";595991202;1;1
"Lille";595991203;2;2
"Lille";595991204;2;3
"Lille";595991301;2;3
"Lille";595991302;2;2
"Lille";595991401;2;3
"Lille";595991402;2;2
"Lille";595991403;2;2
"Lille";595991501;3;2
"Lille";595991502;3;3
"Lille";596020000;4;4
"Lille";596090000;4;4
"Lille";596110000;4;4
"Lille";596360101;4;4
"Lille";596360102;3;2
"Lille";596360103;4;2
"Lille";596360104;4;4
"Lille";596430000;4;4
"Lille";596460101;4;3
"Lille";596460102;4;2
"Lille";596460103;4;2
"Lille";596460201;3;3
"Lille";596460202;3;2
"Lille";596460203;3;2
"Lille";596460301;3;2
"Lille";596460302;4;3
"Lille";596480101;4;4
"Lille";596480102;4;4
"Lille";596480103;4;2
"Lille";596480104;3;4
"Lille";596480201;2;2
"Lille";596480202;2;2
"Lille";596480203;3;2
"Lille";596480204;2;3
"Lille";596500101;3;2
"Lille";596500102;3;2
"Lille";596500103;3;2
"Lille";596500104;3;2
"Lille";596500201;3;2
"Lille";596500202;4;3
"Lille";596500301;4;2
"Lille";596500302;2;2
"Lille";596500303;2;2
"Lille";596500304;3;3
"Lille";596500401;4;4
"Lille";596500402;4;3
"Lille";596500403;3;2
"Lille";596500501;4;4
"Lille";596500601;2;2
"Lille";596500602;2;2
"Lille";596500603;2;2
"Lille";596500604;2;2
"Lille";596500605;2;2
"Lille";596530101;3;4
"Lille";596530102;3;2
"Lille";596530103;3;4
"Lille";596560000;3;4
"Lille";596580000;4;4
"Lille";596600000;4;4
"Lille";596700000;3;4
"Lyon";690030000;4;2
"Lyon";690290101;3;3
"Lyon";690290102;3;2
"Lyon";690290103;3;2
"Lyon";690290104;3;2
"Lyon";690290201;3;3
"Lyon";690290202;3;2
"Lyon";690290203;3;3
"Lyon";690290204;3;2
"Lyon";690290205;3;2
"Lyon";690290301;4;3
"Lyon";690290401;3;2
"Lyon";690290402;3;2
"Lyon";690290501;3;2
"Lyon";690290502;3;2
"Lyon";690290601;2;2
"Lyon";690290602;2;3
"Lyon";690330000;4;4
"Lyon";690340101;3;3
"Lyon";690340102;3;3
"Lyon";690340103;3;2
"Lyon";690340104;2;2
"Lyon";690340105;3;2
"Lyon";690340201;3;2
"Lyon";690340301;3;2
"Lyon";690340302;3;2
"Lyon";690340303;3;2
"Lyon";690340401;3;2
"Lyon";690340402;3;3
"Lyon";690340403;2;2
"Lyon";690340501;3;3
"Lyon";690340502;3;2
"Lyon";690340503;3;2
"Lyon";690340601;3;2
"Lyon";690340602;3;2
"Lyon";690340701;3;4
"Lyon";690340801;3;3
"Lyon";690400101;3;2
"Lyon";690400102;2;3
"Lyon";690440000;3;2
"Lyon";690460000;2;2
"Lyon";690630000;3;2
"Lyon";690680000;3;4
"Lyon";690690101;3;2
"Lyon";690690102;3;2
"Lyon";690690103;3;2
"Lyon";690710000;3;4
"Lyon";690720104;3;2
"Lyon";690720105;3;3
"Lyon";690720106;3;4
"Lyon";690810101;3;3
"Lyon";690810102;3;2
"Lyon";690810103;3;3
"Lyon";690810104;2;2
"Lyon";690810105;3;2
"Lyon";690810201;1;3
"Lyon";690810202;1;2
"Lyon";690810301;3;2
"Lyon";690810302;3;2
"Lyon";690850000;4;4
"Lyon";690870000;3;2
"Lyon";690880101;1;2
"Lyon";690880102;3;2
"Lyon";690880103;3;2
"Lyon";690890101;3;4
"Lyon";690890102;3;4
"Lyon";690890201;1;4
"Lyon";690890202;3;2
"Lyon";690890301;3;2
"Lyon";690910101;2;3
"Lyon";690910102;2;3
"Lyon";690910103;3;4
"Lyon";690910201;3;2
"Lyon";690910202;3;3
"Lyon";690910203;3;3
"Lyon";690910301;4;4
"Lyon";690910302;3;3
"Lyon";690960101;3;2
"Lyon";690960102;3;3
"Lyon";690960103;3;4
"Lyon";691000101;4;2
"Lyon";691000102;4;3
"Lyon";691000103;4;4
"Lyon";691160000;4;4
"Lyon";691170000;3;4
"Lyon";691270000;3;2
"Lyon";691420101;3;2
"Lyon";691420102;3;3
"Lyon";691420103;3;2
"Lyon";691430101;3;3
"Lyon";691430102;3;3
"Lyon";691430103;3;4
"Lyon";691430104;3;2
"Lyon";691490101;3;2
"Lyon";691490102;3;4
"Lyon";691490201;3;2
"Lyon";691490202;2;2
"Lyon";691490301;2;2
"Lyon";691490302;2;2
"Lyon";691490303;3;3
"Lyon";691490401;3;2
"Lyon";691490402;3;3
"Lyon";691490501;2;2
"Lyon";691490502;2;1
"Lyon";691520101;4;3
"Lyon";691520102;4;2
"Lyon";691520103;3;1
"Lyon";691520104;3;3
"Lyon";691520105;3;2
"Lyon";691520106;2;3
"Lyon";691530000;4;4
"Lyon";691630000;4;4
"Lyon";691680000;3;2
"Lyon";691910101;4;2
"Lyon";691910102;3;2
"Lyon";691940101;4;2
"Lyon";691940102;4;2
"Lyon";691990101;4;3
"Lyon";691990201;3;1
"Lyon";691990202;3;2
"Lyon";691990301;3;3
"Lyon";691990302;1;1
"Lyon";691990303;1;3
"Lyon";691990401;4;3
"Lyon";691990402;4;3
"Lyon";692020101;2;2
"Lyon";692020102;1;2
"Lyon";692020103;1;2
"Lyon";692020201;2;2
"Lyon";692020202;3;2
"Lyon";692020203;2;2
"Lyon";692020301;3;2
"Lyon";692020302;3;2
"Lyon";692020401;3;2
"Lyon";692020402;1;2
"Lyon";692040101;3;2
"Lyon";692040102;3;2
"Lyon";692040103;1;2
"Lyon";692040201;2;4
"Lyon";692040202;1;3
"Lyon";692040203;1;2
"Lyon";692040204;1;2
"Lyon";692040205;3;2
"Lyon";692040301;1;2
"Lyon";692040302;3;2
"Lyon";692050000;3;2
"Lyon";692070000;4;4
"Lyon";692330000;3;4
"Lyon";692440101;3;4
"Lyon";692440102;3;2
"Lyon";692440201;3;1
"Lyon";692440202;3;2
"Lyon";692440203;2;1
"Lyon";692500000;3;4
"Lyon";692560101;3;4
"Lyon";692560102;3;3
"Lyon";692560201;3;2
"Lyon";692560202;2;2
"Lyon";692560203;2;2
"Lyon";692560301;2;3
"Lyon";692560302;2;2
"Lyon";692560401;2;2
"Lyon";692560402;2;2
"Lyon";692560403;2;2
"Lyon";692560404;2;2
"Lyon";692560405;2;2
"Lyon";692560501;3;3
"Lyon";692560601;2;1
"Lyon";692560602;2;1
"Lyon";692560603;2;3
"Lyon";692560701;3;3
"Lyon";692560702;3;3
"Lyon";692590101;3;3
"Lyon";692590102;3;2
"Lyon";692590103;3;3
"Lyon";692590104;2;2
"Lyon";692590201;2;3
"Lyon";692590202;2;2
"Lyon";692590203;2;2
"Lyon";692590204;2;1
"Lyon";692590301;2;3
"Lyon";692590302;2;4
"Lyon";692590303;2;3
"Lyon";692590401;2;2
"Lyon";692590402;2;3
"Lyon";692590403;2;1
"Lyon";692590501;3;2
"Lyon";692590502;2;3
"Lyon";692590601;3;1
"Lyon";692590602;3;3
"Lyon";692590701;3;3
"Lyon";692590702;2;3
"Lyon";692590801;3;3
"Lyon";692590802;3;3
"Lyon";692590803;3;3
"Lyon";692590804;3;3
"Lyon";692600000;3;2
"Lyon";692660101;3;1
"Lyon";692660102;2;1
"Lyon";692660103;2;1
"Lyon";692660201;3;3
"Lyon";692660202;2;1
"Lyon";692660301;2;1
"Lyon";692660302;2;3
"Lyon";692660401;2;3
"Lyon";692660402;2;2
"Lyon";692660403;2;3
"Lyon";692660501;2;2
"Lyon";692660502;2;1
"Lyon";692660601;2;1
"Lyon";692660701;3;2
"Lyon";692660702;3;2
"Lyon";692660703;3;1
"Lyon";692660801;3;3
"Lyon";692660901;3;1
"Lyon";692660902;3;1
"Lyon";692660903;3;1
"Lyon";692661001;3;1
"Lyon";692661002;3;1
"Lyon";692661101;3;1
"Lyon";692661201;3;1
"Lyon";692661202;3;1
"Lyon";692661203;1;1
"Lyon";692661204;1;1
"Lyon";692661205;3;1
"Lyon";692661301;3;1
"Lyon";692661302;3;2
"Lyon";692661303;2;1
"Lyon";692661401;1;1
"Lyon";692661402;1;2
"Lyon";692661403;1;3
"Lyon";692661404;1;1
"Lyon";692661501;3;3
"Lyon";692661502;3;3
"Lyon";692661503;3;1
"Lyon";692661601;1;1
"Lyon";692661602;3;3
"Lyon";692661701;1;1
"Lyon";692661702;3;1
"Lyon";692661703;3;1
"Lyon";692661704;3;3
"Lyon";692661801;3;3
"Lyon";692661802;3;1
"Lyon";692661803;3;1
"Lyon";692661804;3;3
"Lyon";692710101;4;3
"Lyon";692710102;4;4
"Lyon";692710103;4;2
"Lyon";692710104;4;4
"Lyon";692710105;1;2
"Lyon";692730101;4;3
"Lyon";692730102;2;2
"Lyon";692730103;4;4
"Lyon";692730104;4;4
"Lyon";692750101;3;2
"Lyon";692750102;3;1
"Lyon";692750103;4;2
"Lyon";692750104;4;2
"Lyon";692750105;3;2
"Lyon";692750106;4;4
"Lyon";692750107;1;2
"Lyon";692750108;4;4
"Lyon";692750109;4;3
"Lyon";692750110;3;2
"Lyon";692750111;4;4
"Lyon";692750112;4;2
"Lyon";692760101;4;3
"Lyon";692760102;4;4
"Lyon";692760103;4;4
"Lyon";692780000;4;4
"Lyon";692790101;3;4
"Lyon";692790102;3;4
"Lyon";692820101;4;2
"Lyon";692820102;4;2
"Lyon";692820103;3;2
"Lyon";692820104;3;2
"Lyon";692820201;3;2
"Lyon";692820202;4;2
"Lyon";692820203;3;2
"Lyon";692820204;3;3
"Lyon";692820301;2;2
"Lyon";692820401;3;3
"Lyon";692820402;3;4
"Lyon";692820403;2;1
"Lyon";692820501;3;3
"Lyon";692820502;3;4
"Lyon";692820601;4;4
"Lyon";692830101;4;3
"Lyon";692830102;4;2
"Lyon";692830103;4;4
"Lyon";692830104;4;4
"Lyon";692840000;4;4
"Lyon";692860101;4;4
"Lyon";692860102;3;2
"Lyon";692860201;3;2
"Lyon";692860202;3;2
"Lyon";692860301;3;2
"Lyon";692860302;2;2
"Lyon";692860303;2;3
"Lyon";692860304;1;2
"Lyon";692860401;1;2
"Lyon";692860402;1;3
"Lyon";692860501;3;3
"Lyon";692860502;1;2
"Lyon";692900101;2;1
"Lyon";692900102;2;2
"Lyon";692900103;2;2
"Lyon";692900104;2;2
"Lyon";692900105;2;3
"Lyon";692900201;4;4
"Lyon";692900202;3;4
"Lyon";692900301;4;3
"Lyon";692900302;2;2
"Lyon";692900401;3;2
"Lyon";692900402;3;2
"Lyon";692900403;3;2
"Lyon";692900404;1;2
"Lyon";692900405;1;2
"Lyon";692900501;4;2
"Lyon";692900502;2;2
"Lyon";692900601;2;2
"Lyon";692900602;3;2
"Lyon";692900701;4;3
"Lyon";692900702;4;4
"Lyon";692920000;3;4
"Lyon";692930000;4;4
"Lyon";692960000;4;4
"Lyon";693810101;1;1
"Lyon";693810102;1;3
"Lyon";693810201;1;3
"Lyon";693810202;1;1
"Lyon";693810301;1;1
"Lyon";693810302;1;1
"Lyon";693810303;1;1
"Lyon";693810304;1;1
"Lyon";693810401;1;2
"Lyon";693810402;1;3
"Lyon";693810501;1;1
"Lyon";693820101;1;1
"Lyon";693820102;1;3
"Lyon";693820103;1;1
"Lyon";693820201;1;3
"Lyon";693820202;1;1
"Lyon";693820203;1;3
"Lyon";693820204;1;3
"Lyon";693820301;1;1
"Lyon";693820302;1;1
"Lyon";693820401;1;1
"Lyon";693820402;2;1
"Lyon";693820501;3;3
"Lyon";693820502;2;3
"Lyon";693820503;2;3
"Lyon";693820504;2;1
"Lyon";693830101;1;3
"Lyon";693830102;1;1
"Lyon";693830103;1;1
"Lyon";693830104;1;1
"Lyon";693830105;1;1
"Lyon";693830201;2;1
"Lyon";693830202;2;1
"Lyon";693830203;2;1
"Lyon";693830204;3;1
"Lyon";693830205;2;1
"Lyon";693830301;3;3
"Lyon";693830302;3;1
"Lyon";693830401;3;1
"Lyon";693830402;3;1
"Lyon";693830403;3;1
"Lyon";693830404;3;1
"Lyon";693830405;2;1
"Lyon";693830501;3;1
"Lyon";693830502;2;1
"Lyon";693830601;2;1
"Lyon";693830602;3;1
"Lyon";693830603;3;1
"Lyon";693830604;3;1
"Lyon";693830701;2;1
"Lyon";693830702;3;1
"Lyon";693830703;3;1
"Lyon";693830801;3;1
"Lyon";693830802;2;1
"Lyon";693830803;2;3
"Lyon";693830804;2;2
"Lyon";693830901;3;1
"Lyon";693830902;2;2
"Lyon";693840101;1;3
"Lyon";693840102;2;1
"Lyon";693840103;3;1
"Lyon";693840201;2;3
"Lyon";693840202;2;1
"Lyon";693840203;1;1
"Lyon";693840204;2;1
"Lyon";693840301;3;1
"Lyon";693840302;1;1
"Lyon";693840303;1;1
"Lyon";693840401;3;3
"Lyon";693840402;3;2
"Lyon";693840403;1;1
"Lyon";693840501;3;2
"Lyon";693840502;3;2
"Lyon";693850101;1;2
"Lyon";693850102;1;3
"Lyon";693850103;1;2
"Lyon";693850104;2;3
"Lyon";693850201;1;3
"Lyon";693850202;3;3
"Lyon";693850203;3;3
"Lyon";693850204;2;2
"Lyon";693850301;3;2
"Lyon";693850302;3;2
"Lyon";693850401;3;3
"Lyon";693850402;2;2
"Lyon";693850403;2;2
"Lyon";693850404;2;2
"Lyon";693850501;2;3
"Lyon";693850502;2;2
"Lyon";693850503;2;2
"Lyon";693850504;2;2
"Lyon";693850601;2;2
"Lyon";693850602;2;2
"Lyon";693850603;3;3
"Lyon";693860101;3;3
"Lyon";693860102;3;3
"Lyon";693860103;1;2
"Lyon";693860104;1;3
"Lyon";693860201;1;1
"Lyon";693860202;1;1
"Lyon";693860301;1;1
"Lyon";693860302;1;1
"Lyon";693860303;1;1
"Lyon";693860304;1;1
"Lyon";693860401;1;3
"Lyon";693860402;1;1
"Lyon";693860403;1;1
"Lyon";693860501;1;1
"Lyon";693860502;1;1
"Lyon";693860503;1;1
"Lyon";693860601;3;1
"Lyon";693860602;1;1
"Lyon";693860603;1;1
"Lyon";693860701;3;1
"Lyon";693860702;3;1
"Lyon";693870101;1;1
"Lyon";693870102;1;3
"Lyon";693870103;2;1
"Lyon";693870201;1;1
"Lyon";693870202;1;1
"Lyon";693870203;1;1
"Lyon";693870301;1;1
"Lyon";693870302;1;1
"Lyon";693870401;1;1
"Lyon";693870402;1;1
"Lyon";693870403;1;3
"Lyon";693870501;1;1
"Lyon";693870502;2;1
"Lyon";693870503;1;3
"Lyon";693870601;3;3
"Lyon";693870602;3;3
"Lyon";693870603;3;2
"Lyon";693870701;3;3
"Lyon";693870703;3;3
"Lyon";693870704;3;1
"Lyon";693870705;3;3
"Lyon";693870801;3;3
"Lyon";693870802;3;3
"Lyon";693870901;4;3
"Lyon";693880101;3;1
"Lyon";693880102;3;1
"Lyon";693880104;3;1
"Lyon";693880105;3;1
"Lyon";693880202;2;1
"Lyon";693880203;3;1
"Lyon";693880204;2;1
"Lyon";693880301;2;1
"Lyon";693880302;2;3
"Lyon";693880303;2;1
"Lyon";693880401;3;1
"Lyon";693880402;2;2
"Lyon";693880403;2;2
"Lyon";693880404;2;1
"Lyon";693880501;3;1
"Lyon";693880502;3;1
"Lyon";693880503;3;1
"Lyon";693880601;2;1
"Lyon";693880602;2;1
"Lyon";693880603;2;1
"Lyon";693880701;2;1
"Lyon";693880702;3;1
"Lyon";693880801;3;1
"Lyon";693880802;3;3
"Lyon";693880901;3;3
"Lyon";693880902;3;1
"Lyon";693880903;3;2
"Lyon";693890101;3;2
"Lyon";693890102;3;2
"Lyon";693890103;3;2
"Lyon";693890104;3;2
"Lyon";693890201;3;3
"Lyon";693890202;3;1
"Lyon";693890203;2;2
"Lyon";693890301;3;1
"Lyon";693890302;3;3
"Lyon";693890303;3;1
"Lyon";693890401;3;3
"Lyon";693890402;3;2
"Lyon";693890403;3;3
"Lyon";693890501;3;2
"Lyon";693890502;3;3
"Lyon";693890604;3;1
"Lyon";693890605;3;3
"Lyon";693890606;3;3
"Lyon";693890607;3;3
"Mans";720010000;3;4
"Mans";720030101;4;4
"Mans";720030102;3;3
"Mans";720030103;2;4
"Mans";720030104;2;2
"Mans";720030105;3;4
"Mans";720080101;1;2
"Mans";720080102;1;4
"Mans";720540000;3;4
"Mans";720650000;3;4
"Mans";720730000;4;4
"Mans";720950101;4;4
"Mans";720950102;3;2
"Mans";720950103;3;2
"Mans";721300000;4;4
"Mans";721810101;3;2
"Mans";721810102;3;1
"Mans";721810103;3;1
"Mans";721810201;3;1
"Mans";721810202;3;1
"Mans";721810203;3;1
"Mans";721810301;3;3
"Mans";721810302;3;3
"Mans";721810401;3;2
"Mans";721810402;3;2
"Mans";721810501;3;2
"Mans";721810502;3;2
"Mans";721810503;3;2
"Mans";721810601;3;1
"Mans";721810602;3;2
"Mans";721810701;3;2
"Mans";721810702;3;2
"Mans";721810801;3;2
"Mans";721810802;3;2
"Mans";721810803;4;2
"Mans";721810804;3;2
"Mans";721810901;4;2
"Mans";721810902;4;2
"Mans";721811001;3;3
"Mans";721811002;4;3
"Mans";721811003;3;1
"Mans";721811101;4;2
"Mans";721811102;4;2
"Mans";721811103;4;2
"Mans";721811201;3;2
"Mans";721811202;3;1
"Mans";721811203;3;1
"Mans";721811301;3;3
"Mans";721811302;2;1
"Mans";721811303;3;1
"Mans";721811401;3;2
"Mans";721811402;2;2
"Mans";721811501;2;2
"Mans";721811502;3;2
"Mans";721811601;3;4
"Mans";721811602;3;2
"Mans";721811701;3;1
"Mans";721811702;3;1
"Mans";721811703;3;3
"Mans";721811801;3;3
"Mans";721811802;3;3
"Mans";721811803;3;3
"Mans";721811901;3;1
"Mans";721811902;3;2
"Mans";721812001;3;1
"Mans";721812002;3;1
"Mans";721812101;3;1
"Mans";721812102;3;3
"Mans";721812201;1;3
"Mans";721812202;1;3
"Mans";721812301;3;3
"Mans";721812302;3;2
"Mans";721812303;2;3
"Mans";721812401;2;1
"Mans";721812402;2;1
"Mans";721812403;1;3
"Mans";721812501;3;3
"Mans";721812502;3;4
"Mans";721812601;3;3
"Mans";721812701;3;3
"Mans";721812801;3;3
"Mans";721812901;2;3
"Mans";721812902;3;3
"Mans";721813101;1;3
"Mans";721813201;4;4
"Mans";721980000;3;4
"Mans";722130101;3;2
"Mans";722130102;1;4
"Mans";722470000;4;4
"Mans";722570000;4;4
"Mans";722600000;1;4
"Mans";722800000;4;4
"Mans";723200000;3;4
"Mans";723280000;4;4
"Mans";723600000;3;4
"Mans";723860000;4;4
"Marseille";132010101;1;3
"Marseille";132010102;1;1
"Marseille";132010103;1;1
"Marseille";132010104;1;1
"Marseille";132010201;1;1
"Marseille";132010202;1;1
"Marseille";132010203;1;1
"Marseille";132010301;1;1
"Marseille";132010302;1;1
"Marseille";132010303;1;1
"Marseille";132010401;1;1
"Marseille";132010402;1;1
"Marseille";132010501;1;1
"Marseille";132010502;1;2
"Marseille";132010503;1;1
"Marseille";132010504;2;3
"Marseille";132010505;1;3
"Marseille";132010601;1;1
"Marseille";132010602;1;1
"Marseille";132020101;2;3
"Marseille";132020201;1;1
"Marseille";132020202;1;1
"Marseille";132020203;1;1
"Marseille";132020204;1;1
"Marseille";132020205;1;1
"Marseille";132020303;1;1
"Marseille";132020401;2;3
"Marseille";132020402;1;1
"Marseille";132020403;1;1
"Marseille";132020404;2;1
"Marseille";132030101;1;3
"Marseille";132030102;1;3
"Marseille";132030103;1;3
"Marseille";132030104;1;1
"Marseille";132030105;1;1
"Marseille";132030201;1;3
"Marseille";132030202;2;3
"Marseille";132030203;1;1
"Marseille";132030204;1;3
"Marseille";132030205;1;1
"Marseille";132030301;1;1
"Marseille";132030302;1;1
"Marseille";132030303;1;1
"Marseille";132030304;1;3
"Marseille";132030305;1;1
"Marseille";132030306;1;1
"Marseille";132030401;1;3
"Marseille";132030402;2;3
"Marseille";132030403;1;1
"Marseille";132040101;2;2
"Marseille";132040102;2;1
"Marseille";132040103;1;1
"Marseille";132040104;1;1
"Marseille";132040105;2;2
"Marseille";132040106;1;2
"Marseille";132040201;1;1
"Marseille";132040202;1;1
"Marseille";132040203;1;2
"Marseille";132040204;1;1
"Marseille";132040205;1;3
"Marseille";132040301;1;1
"Marseille";132040302;1;1
"Marseille";132040303;1;2
"Marseille";132040304;2;1
"Marseille";132040401;1;2
"Marseille";132040402;1;1
"Marseille";132040403;1;3
"Marseille";132040404;2;3
"Marseille";132050101;1;1
"Marseille";132050102;1;1
"Marseille";132050103;1;3
"Marseille";132050104;1;1
"Marseille";132050105;1;1
"Marseille";132050201;1;1
"Marseille";132050202;1;1
"Marseille";132050203;1;1
"Marseille";132050204;1;1
"Marseille";132050205;1;3
"Marseille";132050206;1;1
"Marseille";132050207;1;2
"Marseille";132050301;1;1
"Marseille";132050302;1;1
"Marseille";132050303;1;1
"Marseille";132050304;1;1
"Marseille";132050305;1;3
"Marseille";132050401;1;2
"Marseille";132050402;1;2
"Marseille";132050403;2;1
"Marseille";132060101;1;1
"Marseille";132060102;1;1
"Marseille";132060103;1;1
"Marseille";132060201;1;1
"Marseille";132060202;1;1
"Marseille";132060203;1;1
"Marseille";132060204;1;1
"Marseille";132060301;1;1
"Marseille";132060302;1;1
"Marseille";132060303;1;1
"Marseille";132060401;1;1
"Marseille";132060402;1;1
"Marseille";132060403;1;1
"Marseille";132060501;1;1
"Marseille";132060502;1;1
"Marseille";132060601;1;1
"Marseille";132060602;2;1
"Marseille";132060603;2;1
"Marseille";132060604;2;3
"Marseille";132070101;1;2
"Marseille";132070102;1;2
"Marseille";132070201;1;2
"Marseille";132070202;1;1
"Marseille";132070203;1;1
"Marseille";132070401;1;3
